,Chat_msg,sentiment,sent
10909,whats good fam,1,
10910,pox,0,
10911,you can read the   for the details on mint,0,
10912, july,0,
10913,wens mint,0,
10914,gm,0,
10915,helo bohemia,0,
10916,thanks bro,1,
10917,congrats on the wl fam,1,
10918,welcome to bohemia everyone,1,
10919,lfg,0,
10921,gm,0,
10922,gm,0,
10923,welcome back,1,
10924,woopwoop,-1,
10925,i am back mod sir,1,
10926,gm,0,
10927,gm,0,
10929,morning fam,1,
10931,welcome everyonen,1,
10932,gm,0,
10933,hii,0,
10935,gm,0,
10938,gm,0,
10939,gn,0,
10940,hi from zvk,0,
10941,gm   ,0,
10942,gm,0,
10943,goodluck fam,1,
10944,gm,0,
10946,thank you hope i can still get my change,1,
10947,won wl from moonly,0,
10949,gm,0,
10950,walo hna,0,
10951,gm fam,0,
10952,thanks for info  ,1,
10953,good vibes here,1,
10954,we already got your wallet addy from the form you filled up ,0,
10955,gm,0,
10956,i got wl from chainmyth and i filled the address in wl form,0,
10957,i have to submit any address,0,
10958,wazzapp,0,
10959,hy,0,
10960,woopwoop,-1,
10961,welcome everyone,1,
10962,hi,0,
10963,hi,0,
10964,welcome to bohemia,1,
10965,yo,0,
10966,hiii,0,
10967,you got talisman master role it means your wl,0,
10968,check  theres a breakdown there of scheedule ,0,
10969,i am back,1,
10970,ok bro goodnight,0,
10971,over the weekend,0,
10972,gm,0,
10973,it means im in the raffle of pf,0,
10974,the airdrop is today right ,0,
10975,yep you should check  for me i got from another dao      and always private foxes for life,0,
10978,which website you guys play poker on,0,
10979,hellooo,0,
10980,gn,0,
10981,check some announcement in  theres some chances about that for wl,0,
10982,yes if you were not given yet ill check with team,0,
10983,hi guys,0,
10984,check some announcement in  theres some chances about that for wl,0,
10985,is it too late to get talisman,0,
10986,gm,0,
10987,morning,0,
10988,ohhh ok so the winners from our server should get the form right ,1,
10989,but i want one for me  ,1,
10990,no what hes asking is theres no forrm in your server ,0,
10991,thankss   ,1,
10992,i got mine from a dao just waiting for names to be submitted   let s go,0,
10993,i think our server got somee spots do you want to give the community more spots ,0,
10994,wow congrats,1,
10995,for collab request its already full for now ill ask our team regarding private foxes situation,0,
10996,amazing day for us all,1,
10997,but you did got it from decimus you we got you in the form therefore we got it,0,
10999,yeaah hahaha      thankss,1,
11001,yeah   ,0,
11002,u  deserved it so much,1,
11003,congrats fam,1,
11004,ayyyy,1,
11005,oh you wl d toooooo,0,
11006,and thank youu   ,1,
11008,thankss      me manu and granjero were rewarded for being in this amazing community    ,1,
11009,actually its much more hours hahaha,1,
11010,he means the raffel of bohemia wl,0,
11011,i rechecked but still didnt find it,-1,
11013,yes we always talk here   ,1,
11014,you should defenitly get a tocken to mint a foxe on the ,0,
11015,wow how did you get your talisman in just  hours congrats ,1,
11016,i loved too      ,1,
11017,okey i tnink the winners willl join for me i dont have chance from raffles,0,
11018,i remember u are always here,1,
11019,you deserve it too,1,
11021,tks   ,0,
11022, who should i talk to for a collab request ,0,
11023,i loved,1,
11024,hey girl did you see,0,
11025,yes we are the best community ever,1,
11026,oooh alright will check with the team,0,
11028,congratss manuu,1,
11029,           ,0,
11030,in our server they did a raffle i think,0,
11031,was it raffled,0,
11032,we will rock it,1,
11033,theres a chance for some giveaways on twitter and direct here i dont think we are accepting collabs now,0,
11034,nope,0,
11035,same as fabulosa,0,
11037,did u filled up a form in your server,0,
11038,gm mod do we still have chance to be wled,0,
11039,having fun,1,
11040,yep we are the best we are minting on the ,1,
11041,i ve been in a music festival,0,
11042,im doing good fam what made u busy these days,1,
11043,quite nice looks clean,1,
11045,gm,0,
11046, how u doin my g has been a while since im not active,0,
11047,private foxes,0,
11048,good stuff whats ur pfp,1,
11049,ill check later im just at work  but if we collabed with you there should be a form what does it look like on yourserver,0,
11050,gn,0,
11051,just posted my fan art on ,0,
11052,just chilling with some real gs,0,
11053,heyy you,0,
11054,privetfoxes,0,
11055,as the snapshot has been today at  utc,0,
11056,doing good hectic time at work and u,1,
11057,i ll be raffling one of my wl s on my twitter i ll post it here but looks like there s no more time for wl,0,
11058,what s up,0,
11059,indeed,0,
11060,there should be where u from,0,
11061,my name stayed so beautiful  ,1,
11062,thats so sad can we still get wl,-1,
11064,wagmi,0,
11066,yeah bohos has been building since then its a very solid project tbh,1,
11067,thank you so much im very happy   ,1,
11068,tnks g,0,
11069,im so sorry bro will be only wl mint,-1,
11070,gn manu and congrats  ,1,
11071,when it was my first time into nft  months ago i saw bohemia as really good project unfortunately that time sol was expensive around  and i coulndt get them hope now i can participate does public have chance to mint,0,
11073,wen,0,
11074,welcome guys,1,
11075,hloo,0,
11076,heyy,0,
11077,wen wl,0,
11078,yo guys lfg,0,
11079, of july,0,
11080,when release date,0,
11081,there is not,0,
11082,congrats on wl bro,1,
11083,how are you,0,
11084,hellooo,0,
11085,u good,1,
11086,how are things going now,0,
11087,hi,0,
11088,try  broski,0,
11089,best,0,
11090,yup she deserved it,1,
11091,sorry boys,0,
11092,tks   ,0,
11093,got into some legal trouble,-1,
11094,i ve been so inactive,-1,
11095,july  ,0,
11096,in your server ,0,
11097,when s the fabulosas mint ,0,
11098,guys where is the forom of the wl,0,
11099,wasssup gang,0,
11100,no rush fam you know it  ,0,
11101,she s more active than me haha,1,
11102,whattup y all,0,
11103,and every hour i watch she s here texting,0,
11104,haha she has been grindin for a long time,0,
11105,thank youuu,1,
11106,wen haha,1,
11107,you deserved it,1,
11108,you are amazing,1,
11109,thank you       ,1,
11110,clutch man,0,
11111,congrats ,1,
11112,im very happy thank you very much            ,1,
11113,omggg,0,
11115,for you too,0,
11116, wen,0,
11117,yes i agree    im waiting for my time with faith,1,
11118,i wish a nice day everyone,1,
11119,really wow yeeeah he deserved it,1,
11120,sup,0,
11121,whats up how can i help,0,
11123,we already got your wallet through the forms you submitted   ,0,
11124, yo,0,
11125,he has already been chosen  ,0,
11126, ,0,
11127,i want to mean wallet submission  ,0,
11129,why,0,
11130,you already got wl ,0,
11132,you deserve it tbh elgranjero too,1,
11133,claim for wl is open ,0,
11136,im waiting for luck ahhaha,1,
11137,wen wl,0,
11138,gn,0,
11140,ban ,0,
11142,gn fam,0,
11144,gn everyone,0,
11146,congrats fam,1,
11147,h,0,
11148,i won from neo hunters great hahhaa i can join bohooosss now,1,
11149,i got the role,0,
11150,wow,0,
11151,huh,0,
11152,gm,0,
11153,gm fam,0,
11154,     ,0,
11155, ,0,
11156,vero strong project keep working,1,
11157,ok sir,0,
11158,woopwoop,-1,
11159, ,0,
11160,i dont have exact numbers yet but theres some few left,0,
11161,hyped hyped,0,
11162,whitlist  spot left sir,0,
11163, ,0,
11164,sir wl spot total,0,
11165,theres not date yet but could be late this year but no exact date yet,0,
11166,coz u will need the explorer role but theres the dynoform attached in your server,0,
11167,hi,0,
11168,gm,0,
11169,gm,0,
11170,make sure to join their server to be able to fill up the form this is what it says,0,
11171,keep working always bohemia,1,
11172,ne mabbar  chek whand ,0,
11173,  so we gonna mint the female version of bohemia,0,
11174,welcome new mabbar,1,
11175,yes,0,
11176,goodluck ,1,
11177,ok sir sorry,-1,
11178,keep working all dont miss,1,
11179,just keep being active and helpful check some posts in  to know,1,
11180,thank u man,1,
11181,there will be a time to check it no worries,0,
11182,there was a snapshot for staked guru masters and no need to submit walletas airdrop will going to happen,0,
11183,sir i am always  active but whitlist not reacived what problems,-1,
11184,i forgot but  how i can make sure,0,
11185,your sleep sir,0,
11186,it was in your server ,0,
11187,do we have to submit wallet for what,0,
11188,we already got your wallet through the forms you submitted,0,
11189,no form was assignedit says it should be on the server,0,
11190,gm,0,
11191,im chillin just got at work ,0,
11192,thank u,1,
11193,thank u where i can submit my wallet,0,
11194,today nice day sir,1,
11195,good morning,1,
11196,am fine bro hbu ,1,
11198,a total will be  as this will be an only wl mint unminted wl will then be public mint,0,
11199,hihiih,0,
11200,gn sio,0,
11202,woopwoop,-1,
11203,welcome to bohemia,1,
11204,welcome all,1,
11205,hey gm,0,
11206,hi good morning everyone,1,
11207,how many wl roles are there,0,
11208,wl role ,0,
11209,wl for  fabulosa mint,0,
11210,what is the talisman master sir,0,
11211,gm,0,
11212,how are you,0,
11213,heyy,0,
11214,hello,0,
11215,yeah congratsss   ,1,
11216,hi,0,
11217, sup my friend,0,
11218,whats up,0,
11219,yes you do congrats,1,
11220,hi,0,
11221, do i have wl fam,0,
11222,heyy,0,
11223,yoo,0,
11225,yo,0,
11226,is this about collab  wait for the team to check it out thank you,1,
11227, check pls ,0,
11228,if you filled up the form in your server we already got your wallet from there,0,
11230,lfg,0,
11232,woopwoop,-1,
11233,hahaaha,1,
11234,i doubt to get it right,-1,
11235,  guess what im having for dinner today,0,
11237,lfg,0,
11239,lfg,0,
11240,none sorry is that lately i wake up well after this time,0,
11241,whats up,0,
11242,is there a problem,0,
11243,   ,0,
11245,talisman master is like wlfor the fabulosa,0,
11246, pm,0,
11247,i love this,1,
11248,   ,0,
11249,guys what is the talisman,0,
11251,i wanted to ask about the form that should be filled for the pf collab ,0,
11252,what time is it,0,
11255,cute,1,
11256,yeh,0,
11258,im happy to hear that,1,
11260,im good too mate,1,
11261,damn talisman master role,-1,
11262,gm,0,
11263,wow nice,1,
11264,gmm,0,
11265,melbourne aus,0,
11266,who knows never know tomorrow right hahaah,0,
11267,im good and u ,1,
11268,gm,0,
11269,yes and im rooting for her   shes with us every day,1,
11270,how are you,0,
11271,heyy granjero   ,0,
11272,maybe soon who knows wishing you all the best,1,
11273, hey mate,0,
11274,sup   ,0,
11276,heyyy,0,
11277,hahahah omg,1,
11278,sup fam,0,
11280,hey gifman  what is missing for our friend  she deserves it,1,
11282,i hope soon,1,
11283,have to have faith,0,
11284,i think there are things that we just accept and hope to turn into something good haahaa,1,
11285,     ,0,
11286,im fine and you guess,0,
11287,yeahh i loved      when will your turn come,1,
11288,absolutely,0,
11289,im surprised you havent been chosen yet  ,0,
11290,i agree,1,
11292,it was very chic your name with the position,1,
11293,im good and u ,1,
11294,good evening   ,1,
11295,just try to do your best hahaha really no option ot it,1,
11296,hello,0,
11298,how are youu girl,0,
11299,goodd evening my friendd,1,
11300,hey,0,
11302,hi gifman,0,
11303,hi,0,
11304,hi manuu,0,
11306,heyy,0,
11307,hello,0,
11308,heyy,0,
11309,helloo,0,
11310,do what right ahahaah,0,
11311,welcome everyone,1,
11312,hi fam,0,
11313,hi,0,
11314,yeah it gets sad sometimes yeah hahahah but it is what it is,-1,
11315,hello,0,
11317,yo,0,
11318,i always wake up fine im happy until i remember that the next day is monday,1,
11319,exactly for that reason,0,
11320,wagmii,0,
11321,why coz its monday the next day,0,
11323,i just dont like sunday,-1,
11324,very good i like,1,
11325, ,0,
11326,yeah friday morning over here  ,0,
11327,i love friday,1,
11328,its true its already friday right,0,
11330,last day of work for this week so im quite excited hopefully it wont be as busy  ,1,
11331,yeh sir,0,
11332,its true it makes sense hahahaa good luck  ,1,
11333,im fine thanks for asking,1,
11334,im happy to hear that  ,1,
11335,nah not really always waking up sleepy for like  hours more hahaha,0,
11336,fine hbu ,0,
11337,how you doin,0,
11338,happy to see you again fam  ,1,
11339,  ,0,
11340,you are welcome,1,
11341,heyyy gn cutie,1,
11342,got it congratulations on that you have a lot of energy hahahaha,1,
11343,thx you sir,1,
11344,all good sir,1,
11345,hii,0,
11346,hey you welcome back,1,
11347,depends some times  sometimes   ,0,
11348,how nice where are you from,1,
11349,whats up fam,0,
11350,hello,0,
11351,and i thought it was early,0,
11352,when i worked i woke up at  am,0,
11353,wow and you sleep early then huh,0,
11354, hey sir,0,
11355,ready to get to work  ,0,
11356,not too bad,1,
11357,woke up at around    need to go to work thats why  ,0,
11358,and you,0,
11359,im fine tks,1,
11360,be welcome,1,
11361,how are you  ,0,
11362,hello,0,
11363,heyy,0,
11364,hello  ,0,
11365,hi,0,
11366,i admire your ability to wake up at this hour hahaaha,1,
11367,too early,-1,
11368,omg,0,
11369,  ,0,
11370,great what time is it there,0,
11371,doing good im actually getting ready for work d,1,
11372,goodluck fam always check announcements to get up to date  ,1,
11373,hey youu good evening how are you,1,
11374,  thanks for letting me no cancel buying  ,1,
11375,most likely yeah,0,
11376,heyy gn,0,
11377,hi,0,
11379,yo,0,
11380,i m buying otc from someone whi is staked it means he was staked during snapshot but he will sell now so the talisman goes to him not me  ,0,
11381,gn,0,
11382,no only staked guru masters will get talisman airdrop so if hes selling he wasnt part of snapshot,0,
11383,gnnn,0,
11384,heyy,0,
11386,hello,0,
11387,but what i talk about the most is here,0,
11388,its true we are in several in common,1,
11389,yeah,0,
11390,hahaahah really,0,
11391,oh no so if i buy another guru bohemia now still the talisman airdrop will go to the person selling and not me,-1,
11392,i see u everywhere xd,0,
11394,good night fam,1,
11395,good evening people,1,
11398,yes,0,
11399,heyis the talisman master the wl,0,
11400,less gooo,0,
11401,boss can anyone check my ticket pls,0,
11403,yoo,0,
11404,wazzap,0,
11405,yo,0,
11406,where did u win tho,0,
11407,whats up fam,0,
11408,im talking about giveaway winners who already win,0,
11409,hey,0,
11410,heyoooo how is everyone,0,
11411,welcome everyone,1,
11412, and check some announcmenet in   ,0,
11413,gm,0,
11414,how to get wl,0,
11415,guys,0,
11416,hi,0,
11417,hello,0,
11418,hi,0,
11419,those entries will be raffled and wl winner will get their roles  ,0,
11420,let me check  ,0,
11421,gn,0,
11422,gn fam,0,
11423,hello for those who already filled the dyno form of giveaway winners are we good ,1,
11424,solmasonry dao mate,0,
11425,same here friend i am from fatcats capital,0,
11426,what project are u from,0,
11427,oh nice,1,
11428,good,1,
11429,good and you,1,
11430,hii,0,
11432,i don t know why i didnt get my wl yet ,-1,
